DEG siMITFvs.siCTRL-501Mel,,,,,,,,,,,,,,,,,,,,
target_id,ensembl_gene_id,gene_symbol,gene_name,target_id2,pval,qval,test_stat,rss,degrees_free,mean_obs,var_obs,tech_var,sigma_sq,smooth_sigma_sq,final_sigma_sq,Beta estimate,tpm_control,tpm_siMITF,Ratio,log2
ENST00000260126.9,ENSG00000137571,SLCO5A1,solute carrier organic anion transporter family member 5A1 [Source:HGNC Symbol;Acc:HGNC:19046],protein_coding,7.13E-09,1.89E-05,33.49932839,2.730720902,1,8.789835684,0.54614418,0.00018525,0.545958931,0.016099584,0.545958931,-1.34773415,18.87790712,4.890785941,0.255688503,-1.967540802
ENST00000631460.1,ENSG00000048740,CELF2,CUGBP Elav-like family member 2 [Source:HGNC Symbol;Acc:HGNC:2550],protein_coding,7.18E-09,1.89E-05,33.4867758,3.753861886,1,8.126751882,0.750772377,0.001191832,0.749580545,0.019726563,0.749580545,-1.581028611,18.11931564,3.708461891,0.201883509,-2.30840503
ENST00000260130.9,ENSG00000137575,SDCBP,syndecan binding protein [Source:HGNC Symbol;Acc:HGNC:10662],protein_coding,7.18E-09,1.89E-05,33.48524274,3.846390063,1,10.09675015,0.769278013,0.000171675,0.769106338,0.011702793,0.769106338,-1.59847596,379.9452491,76.72696607,0.201809376,-2.30893489
ENST00000266970.9,ENSG00000123374,CDK2,cyclin dependent kinase 2 [Source:HGNC Symbol;Acc:HGNC:1771],protein_coding,9.96E-09,2.18E-05,32.84966562,1.674035856,1,10.67969265,0.334807171,3.45E-05,0.334772628,0.010572427,0.334772628,-1.054917432,475.4740756,164.9203252,0.346672228,-1.528355829
ENST00000398136.7,ENSG00000152558,TMEM123,transmembrane protein 123 [Source:HGNC Symbol;Acc:HGNC:30138],protein_coding,1.12E-08,2.36E-05,32.6137786,1.674370379,1,9.156593668,0.334874076,0.000230775,0.334643301,0.01454998,0.334643301,-1.056159378,67.50480052,23.38054012,0.345075772,-1.535014909
ENST00000397204.8,ENSG00000092529,CAPN3,calpain 3 [Source:HGNC Symbol;Acc:HGNC:1480],protein_coding,1.27E-08,2.54E-05,32.38404767,9.716647891,1,7.042523188,1.943329578,0.009112642,1.934216936,0.028753062,1.934216936,-2.543133226,53.20062293,4.178583584,0.078176518,-3.677120862
ENST00000351193.6,ENSG00000169251,NMD3,NMD3 ribosome export adaptor [Source:HGNC Symbol;Acc:HGNC:24250],protein_coding,1.28E-08,2.54E-05,32.35998351,2.423104127,1,8.558135759,0.484620825,0.000215068,0.484405758,0.017235423,0.484405758,-1.269389717,45.06982132,12.62725956,0.278625537,-1.843600602
ENST00000494857.5,ENSG00000003989,SLC7A2,solute carrier family 7 member 2 [Source:HGNC Symbol;Acc:HGNC:11060],protein_coding,1.29E-08,2.54E-05,32.34670293,2.873269874,1,8.55284098,0.574653975,0.000514565,0.57413941,0.017262928,0.57413941,-1.381848954,17.96433929,4.505419815,0.247355655,-2.015341215
ENST00000225296.8,ENSG00000005100,DHX33,DEAH-box helicase 33 [Source:HGNC Symbol;Acc:HGNC:16718],protein_coding,1.35E-08,2.57E-05,32.25320249,1.575723989,1,9.441962951,0.315144798,8.52E-05,0.315059593,0.013529833,0.315059593,-1.023887272,51.06227805,18.28587569,0.356364527,-1.488574359
ENST00000610680.4,ENSG00000205777,GAGE1,G antigen 1 [Source:HGNC Symbol;Acc:HGNC:4098],protein_coding,1.33E-08,2.57E-05,32.28573515,6.918358631,1,6.948613012,1.383671726,0.003131923,1.380539803,0.029739978,1.380539803,-2.145384192,120.0985081,13.98970275,0.116243259,-3.104781043
ENST00000615583.4,ENSG00000274965,TRPM1,transient receptor potential cation channel subfamily M member 1 [Source:HGNC Symbol;Acc:HGNC:7146],protein_coding,1.57E-08,2.57E-05,31.96992869,86.00546911,1,3.092842648,17.20109382,0.057707003,17.14338682,0.170631388,17.14338682,-7.571979658,2.24709779,0,0,NA
ENST00000355295.5,ENSG00000196116,TDRD7,tudor domain containing 7 [Source:HGNC Symbol;Acc:HGNC:30831],protein_coding,1.47E-08,2.57E-05,32.09748929,2.985719927,1,7.899148641,0.597143985,0.000481528,0.596662458,0.021266236,0.596662458,-1.409615864,20.35290012,4.954047882,0.24045391,-2.056167711
ENST00000278174.9,ENSG00000148925,BTBD10,BTB domain containing 10 [Source:HGNC Symbol;Acc:HGNC:21445],protein_coding,1.43E-08,2.57E-05,32.15280572,3.28681402,1,8.538918658,0.657362804,0.00047238,0.656890424,0.017335591,0.656890424,-1.47727772,60.89478325,13.86372577,0.226736036,-2.140914393
ENST00000620619.4,ENSG00000278741,ABR,"ABR, RhoGEF and GTPase activating protein [Source:HGNC Symbol;Acc:HGNC:81]",protein_coding,1.79E-08,2.57E-05,31.7117206,5.44488567,1,7.40543389,1.088977134,0.005126987,1.083850147,0.025242661,1.083850147,-1.904400162,10.25415245,1.51586035,0.144310582,-2.792751004
ENST00000260506.12,ENSG00000137942,FNBP1L,formin binding protein 1 like [Source:HGNC Symbol;Acc:HGNC:20851],protein_coding,1.68E-08,2.57E-05,31.83098466,2.324874507,1,8.925906057,0.464974901,0.000620631,0.46435427,0.015491023,0.46435427,-1.242909271,35.33015595,10.15187078,0.285323954,-1.809327223
ENST00000325885.6,ENSG00000005981,ASB4,ankyrin repeat and SOCS box containing 4 [Source:HGNC Symbol;Acc:HGNC:16009],protein_coding,1.71E-08,2.57E-05,31.80382033,2.097592997,1,8.893819888,0.419518599,0.000160839,0.419357761,0.015630814,0.419357761,-1.180512638,47.69230982,14.60622242,0.304662468,-1.714716314
ENST00000395097.7,ENSG00000119508,NR4A3,nuclear receptor subfamily 4 group A member 3 [Source:HGNC Symbol;Acc:HGNC:7982],protein_coding,1.66E-08,2.57E-05,31.85275423,2.400513329,1,8.622129058,0.480102666,0.001390548,0.478712118,0.016908609,0.478712118,-1.264323666,25.031858,7.04196848,0.278538408,-1.844051818
ENST00000373202.7,ENSG00000166224,SGPL1,sphingosine-1-phosphate lyase 1 [Source:HGNC Symbol;Acc:HGNC:10817],protein_coding,1.52E-08,2.57E-05,32.02798132,2.687256804,1,8.58614116,0.537451361,0.00023974,0.537211621,0.017091132,0.537211621,-1.336008318,24.36751586,6.409162215,0.260349673,-1.941477498
ENST00000652226.1,ENSG00000112902,SEMA5A,semaphorin 5A [Source:HGNC Symbol;Acc:HGNC:10736],protein_coding,1.67E-08,2.57E-05,31.84505814,3.730176807,1,8.445596648,0.746035361,0.001493565,0.744541796,0.017835678,0.744541796,-1.573829872,21.50115849,4.428316458,0.203589913,-2.296262013
ENST00000256925.11,ENSG00000134508,CABLES1,Cdk5 and Abl enzyme substrate 1 [Source:HGNC Symbol;Acc:HGNC:25097],protein_coding,1.83E-08,2.57E-05,31.6697237,1.779892409,1,8.602546612,0.355978482,0.000411961,0.355566521,0.017007526,0.355566521,-1.089058598,25.33222009,8.491888562,0.331944942,-1.590984126
ENST00000369905.9,ENSG00000138107,ACTR1A,ARP1 actin related protein 1 homolog A [Source:HGNC Symbol;Acc:HGNC:167],protein_coding,1.75E-08,2.57E-05,31.75188858,1.579764397,1,9.143407544,0.315952879,0.000114344,0.315838536,0.014600848,0.315838536,-1.025171142,77.84585905,27.76402021,0.355512066,-1.492029569
ENST00000621877.3,ENSG00000273936,TNFRSF14,TNF receptor superfamily member 14 [Source:HGNC Symbol;Acc:HGNC:11912],protein_coding,2.06E-08,2.65E-05,31.43331912,4.801082285,1,7.626462888,0.960216457,0.000504519,0.959711938,0.023346417,0.959711938,-1.784738091,44.25772134,7.397859602,0.166215195,-2.588875815
ENST00000264867.7,ENSG00000109819,PPARGC1A,PPARG coactivator 1 alpha [Source:HGNC Symbol;Acc:HGNC:9237],protein_coding,2.07E-08,2.65E-05,31.42925055,2.705871889,1,8.059204234,0.541174378,0.000800375,0.540374003,0.020166032,0.540374003,-1.341587529,13.12999338,3.421363049,0.25570738,-1.967434297
ENST00000311601.6,ENSG00000174705,SH3PXD2B,SH3 and PX domains 2B [Source:HGNC Symbol;Acc:HGNC:29242],protein_coding,2.05E-08,2.65E-05,31.45006843,1.882279677,1,9.733363727,0.376455935,6.11E-05,0.37639487,0.012635058,0.37639487,-1.117533314,50.3925308,16.39708539,0.323780924,-1.626910107
ENST00000283027.10,ENSG00000103274,NUBP1,nucleotide binding protein 1 [Source:HGNC Symbol;Acc:HGNC:8041],protein_coding,2.02E-08,2.65E-05,31.47717126,5.90811853,1,6.626815376,1.181623706,0.003193526,1.17843018,0.033410099,1.17843018,-1.984354482,26.75455084,3.646288402,0.13502496,-2.888701972
ENST00000370489.5,ENSG00000198018,ENTPD7,ectonucleoside triphosphate diphosphohydrolase 7 [Source:HGNC Symbol;Acc:HGNC:19745],protein_coding,2.17E-08,2.70E-05,31.33479738,2.536956536,1,8.420654315,0.507391307,0.000255281,0.507136026,0.017973252,0.507136026,-1.297874729,13.42777131,3.65797736,0.267439576,-1.902715122
ENST00000568107.3,ENSG00000261609,GAN,gigaxonin [Source:HGNC Symbol;Acc:HGNC:4137],protein_coding,2.23E-08,2.72E-05,31.28220544,3.137561325,1,7.911310371,0.627512265,0.00091647,0.626595795,0.021179635,0.626595795,-1.444026883,4.794625239,1.131532742,0.224304619,-2.156468766
ENST00000259407.6,ENSG00000136881,BAAT,bile acid-CoA:amino acid N-acyltransferase [Source:HGNC Symbol;Acc:HGNC:932],protein_coding,2.34E-08,2.75E-05,31.19013605,8.30059133,1,8.351710893,1.660118266,0.000584702,1.659533564,0.018362349,1.659533564,-2.346237247,56.14592268,5.383545429,0.095459834,-3.388962359
ENST00000329153.9,ENSG00000054690,PLEKHH1,"pleckstrin homology, MyTH4 and FERM domain containing H1 [Source:HGNC Symbol;Acc:HGNC:17733]",protein_coding,2.31E-08,2.75E-05,31.21769383,2.127378523,1,8.629872692,0.425475705,0.000260978,0.425214726,0.016869757,0.425214726,-1.188728044,20.48860361,6.230756344,0.300442424,-1.73483955
ENST00000368485.8,ENSG00000160712,IL6R,interleukin 6 receptor [Source:HGNC Symbol;Acc:HGNC:6019],protein_coding,2.37E-08,2.75E-05,31.16126675,1.627294312,1,9.50327875,0.325458862,0.000102475,0.325356388,0.013329802,0.325356388,-1.039370384,52.38330179,18.47943095,0.351097695,-1.510055569
ENST00000447906.7,ENSG00000164164,OTUD4,OTU deubiquitinase 4 [Source:HGNC Symbol;Acc:HGNC:24949],protein_coding,2.46E-08,2.79E-05,31.09121436,2.137828207,1,8.347738112,0.427565641,0.00141411,0.426151532,0.018385172,0.426151532,-1.193759215,13.99835317,4.22637593,0.296622064,-1.753302178
ENST00000356457.9,ENSG00000198363,ASPH,aspartate beta-hydroxylase [Source:HGNC Symbol;Acc:HGNC:757],protein_coding,2.60E-08,2.91E-05,30.98539482,84.76072325,1,3.058619963,16.95214465,0.02371422,16.92843043,0.177019927,16.92843043,-7.503534286,3.551646454,0,0,NA
ENST00000360851.3,ENSG00000143344,RGL1,ral guanine nucleotide dissociation stimulator like 1 [Source:HGNC Symbol;Acc:HGNC:30281],protein_coding,2.63E-08,2.91E-05,30.96263518,4.472736879,1,7.486807581,0.894547376,0.002283111,0.892264265,0.024521267,0.892264265,-1.723721781,12.11693239,2.151737771,0.173991229,-2.52291351
ENST00000392952.7,ENSG00000099204,ABLIM1,actin binding LIM protein 1 [Source:HGNC Symbol;Acc:HGNC:78],protein_coding,2.70E-08,2.96E-05,30.91048164,1.202514322,1,9.534637045,0.240502864,0.000192967,0.240309897,0.013229987,0.240309897,-0.894537076,42.09539109,17.13617761,0.404676334,-1.305159616
ENST00000296137.7,ENSG00000163820,FYCO1,FYVE and coiled-coil domain containing 1 [Source:HGNC Symbol;Acc:HGNC:14673],protein_coding,2.75E-08,2.98E-05,30.87900478,3.928141854,1,7.965877504,0.785628371,0.000807881,0.78482049,0.020797239,0.78482049,-1.613954556,10.05042279,1.991101234,0.193302865,-2.371065076
ENST00000409757.9,ENSG00000132405,TBC1D14,TBC1 domain family member 14 [Source:HGNC Symbol;Acc:HGNC:29246],protein_coding,2.83E-08,3.04E-05,30.81895451,2.256111119,1,8.871113994,0.451222224,0.001558737,0.449663486,0.015731104,0.449663486,-1.224533191,35.88343465,10.49747785,0.29051979,-1.783291651
ENST00000522356.2,ENSG00000206077,ZDHHC11B,zinc finger DHHC-type containing 11B [Source:HGNC Symbol;Acc:HGNC:32962],processed_transcript,2.98E-08,3.09E-05,30.720229,4.974209291,1,6.768079759,0.994841858,0.001488623,0.993353236,0.031740746,0.993353236,-1.818762264,11.12549935,1.803501097,0.158542587,-2.657057672
ENST00000449131.6,ENSG00000167995,BEST1,bestrophin 1 [Source:HGNC Symbol;Acc:HGNC:12703],protein_coding,3.27E-08,3.10E-05,30.54225678,4.381893261,1,6.973780322,0.876378652,0.002090235,0.874288417,0.029472033,0.874288417,-1.7074421,8.007203488,1.444578111,0.174947622,-2.515005044
ENST00000590099.6,ENSG00000126581,BECN1,beclin 1 [Source:HGNC Symbol;Acc:HGNC:1034],protein_coding,3.32E-08,3.10E-05,30.50986066,3.684708402,1,7.866866327,0.73694168,0.002363877,0.734577804,0.021498576,0.734577804,-1.564147982,39.45673498,8.213668308,0.206858315,-2.273285142
ENST00000497044.5,ENSG00000187164,SHTN1,shootin 1 [Source:HGNC Symbol;Acc:HGNC:29319],processed_transcript,3.33E-08,3.10E-05,30.50515075,2.772485929,1,9.356824199,0.554497186,0.000178869,0.554318317,0.013818511,0.554318317,-1.355545751,86.33942707,22.16016941,0.255922347,-1.966221966
ENST00000258761.8,ENSG00000136261,BZW2,basic leucine zipper and W2 domains 2 [Source:HGNC Symbol;Acc:HGNC:18808],protein_coding,3.21E-08,3.10E-05,30.57557606,2.054185328,1,9.118776638,0.410837066,0.000472555,0.410364511,0.01469679,0.410364511,-1.167174716,135.2427293,42.01241609,0.310071369,-1.689327776
ENST00000368954.9,ENSG00000143418,CERS2,ceramide synthase 2 [Source:HGNC Symbol;Acc:HGNC:14076],protein_coding,3.10E-08,3.10E-05,30.64431295,4.993680967,1,8.978218372,0.998736193,0.000451374,0.99828482,0.015267894,0.99828482,-1.819362394,112.6072878,18.1286892,0.160633749,-2.638153064
ENST00000360128.11,ENSG00000198042,MAK16,MAK16 homolog [Source:HGNC Symbol;Acc:HGNC:13703],protein_coding,3.06E-08,3.10E-05,30.66835679,2.425416895,1,8.636162727,0.485083379,0.000259716,0.484823663,0.016838307,0.484823663,-1.268196348,41.16114218,11.56519177,0.279277295,-1.840229807
ENST00000403796.6,ENSG00000134955,SLC37A2,solute carrier family 37 member 2 [Source:HGNC Symbol;Acc:HGNC:20644],protein_coding,3.17E-08,3.10E-05,30.59841358,9.475606255,1,7.3737571,1.895121251,0.001882745,1.893238506,0.025531096,1.893238506,-2.506124992,26.93544434,2.208306763,0.081231218,-3.621821908
ENST00000258526.9,ENSG00000136040,PLXNC1,plexin C1 [Source:HGNC Symbol;Acc:HGNC:9106],protein_coding,3.29E-08,3.10E-05,30.52988171,3.547096655,1,10.08151121,0.709419331,5.57E-05,0.70936359,0.011738122,0.70936359,-1.533279309,91.01685001,19.61849285,0.214957488,-2.217876725
ENST00000447894.6,ENSG00000130396,AFDN,"afadin, adherens junction formation factor [Source:HGNC Symbol;Acc:HGNC:7137]",protein_coding,3.25E-08,3.10E-05,30.55074244,88.6425135,1,3.142062633,17.7285027,0.045620252,17.68288245,0.162027289,17.68288245,-7.670419627,2.832967876,0,0,NA
ENST00000318709.9,ENSG00000105778,AVL9,AVL9 cell migration associated [Source:HGNC Symbol;Acc:HGNC:28994],protein_coding,3.30E-08,3.10E-05,30.52181287,1.469489831,1,9.176144539,0.293897966,0.000322025,0.293575941,0.014475187,0.293575941,-0.988099557,30.12315875,11.19413531,0.368553544,-1.440053863
ENST00000264433.11,ENSG00000052795,FNIP2,folliculin interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:29280],protein_coding,3.43E-08,3.16E-05,30.44691008,1.767811884,1,8.911778392,0.353562377,0.000127615,0.353434761,0.015552296,0.353434761,-1.082996824,24.09177448,8.142762833,0.334518046,-1.579844054
ENST00000262990.9,ENSG00000109445,ZNF330,zinc finger protein 330 [Source:HGNC Symbol;Acc:HGNC:15462],protein_coding,3.50E-08,3.16E-05,30.40891473,2.322371969,1,8.3005444,0.464474394,0.000497911,0.463976483,0.018659685,0.463976483,-1.241537341,58.61715556,16.85301571,0.286288942,-1.804456146
ENST00000360578.7,ENSG00000171368,TPPP,tubulin polymerization promoting protein [Source:HGNC Symbol;Acc:HGNC:24164],protein_coding,3.56E-08,3.17E-05,30.37308854,5.077022092,1,9.045193791,1.015404418,0.000127184,1.015277235,0.014990686,1.015277235,-1.834237527,47.55943547,7.603259363,0.159032611,-2.65260546
ENST00000637095.1,ENSG00000104763,ASAH1,N-acylsphingosine amidohydrolase 1 [Source:HGNC Symbol;Acc:HGNC:735],nonsense_mediated_decay,3.68E-08,3.18E-05,30.31159103,3.023169694,1,9.236834004,0.604633939,0.000641177,0.603992761,0.014247742,0.603992761,-1.415366273,148.7484869,35.96415982,0.241372651,-2.050665873
ENST00000545993.7,ENSG00000110911,SLC11A2,solute carrier family 11 member 2 [Source:HGNC Symbol;Acc:HGNC:10908],protein_coding,3.71E-08,3.18E-05,30.29437053,10.10189376,1,6.827587541,2.020378751,0.011336172,2.009042579,0.031065503,2.009042579,-2.589379542,25.35002607,1.909099325,0.074574116,-3.74518121
ENST00000373555.8,ENSG00000136935,GOLGA1,golgin A1 [Source:HGNC Symbol;Acc:HGNC:4424],protein_coding,3.75E-08,3.18E-05,30.27593003,2.938844111,1,7.696538617,0.587768822,0.000749518,0.587019304,0.022785704,0.587019304,-1.396967277,12.4377263,3.065379344,0.241601944,-2.04929603
ENST00000299314.12,ENSG00000111670,GNPTAB,N-acetylglucosamine-1-phosphate transferase subunits alpha and beta [Source:HGNC Symbol;Acc:HGNC:29670],protein_coding,3.81E-08,3.21E-05,30.24439144,1.510733204,1,9.438325976,0.302146641,6.49E-05,0.302081707,0.013541902,0.302081707,-1.000871084,48.52470474,17.79553059,0.364851631,-1.454618191
ENST00000336112.8,ENSG00000143970,ASXL2,ASXL transcriptional regulator 2 [Source:HGNC Symbol;Acc:HGNC:23805],protein_coding,3.85E-08,3.22E-05,30.22391059,1.780116893,1,8.899881812,0.356023379,0.000289204,0.355734175,0.015604231,0.355734175,-1.086688107,18.73704756,6.310947309,0.332381709,-1.589087104
ENST00000354724.8,ENSG00000164683,HEY1,hes related family bHLH transcription factor with YRPW motif 1 [Source:HGNC Symbol;Acc:HGNC:4880],protein_coding,3.89E-08,3.22E-05,30.2042376,2.316170941,1,8.403113233,0.463234188,0.000840224,0.462393964,0.018071011,0.462393964,-1.239779189,54.68215568,15.7514976,0.286744574,-1.802161906
ENST00000569493.5,ENSG00000069974,RAB27A,"RAB27A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9766]",protein_coding,3.95E-08,3.24E-05,30.17532036,3.935281975,1,7.586795026,0.787056395,0.000964346,0.786092049,0.023672221,0.786092049,-1.615192482,74.61459097,14.78018683,0.1974256,-2.340619017
ENST00000403681.6,ENSG00000149948,HMGA2,high mobility group AT-hook 2 [Source:HGNC Symbol;Acc:HGNC:5009],protein_coding,4.00E-08,3.26E-05,30.14818828,4.775522497,1,8.670656491,0.955104499,0.000266494,0.954838005,0.016667564,0.954838005,-1.778736267,43.20771855,7.292283982,0.167801813,-2.575169788
ENST00000285928.2,ENSG00000155530,LRGUK,leucine rich repeats and guanylate kinase domain containing [Source:HGNC Symbol;Acc:HGNC:21964],protein_coding,4.19E-08,3.36E-05,30.05888643,12.0889107,1,5.465252069,2.417782139,0.01048736,2.40729478,0.050105301,2.40729478,-2.835787174,4.300505617,0.25008558,0.054957757,-4.185533077
ENST00000395080.8,ENSG00000118785,SPP1,secreted phosphoprotein 1 [Source:HGNC Symbol;Acc:HGNC:11255],protein_coding,4.30E-08,3.41E-05,30.00899329,3.628602796,1,8.354281124,0.725720559,0.000613192,0.725107367,0.018347608,0.725107367,-1.550382883,90.44219469,19.10652405,0.210674404,-2.246913052
ENST00000395686.8,ENSG00000197930,ERO1A,endoplasmic reticulum oxidoreductase 1 alpha [Source:HGNC Symbol;Acc:HGNC:13280],protein_coding,4.39E-08,3.41E-05,29.97016942,1.67746958,1,8.708735209,0.335493916,0.000261381,0.335232535,0.016482427,0.335232535,-1.055117816,26.91395455,9.35867943,0.344525662,-1.537316648
ENST00000467482.6,ENSG00000101850,GPR143,G protein-coupled receptor 143 [Source:HGNC Symbol;Acc:HGNC:20145],protein_coding,4.33E-08,3.41E-05,29.99464852,2.475662316,1,9.112767081,0.495132463,0.000174014,0.49495845,0.014720382,0.49495845,-1.280594482,158.8703046,43.9605651,0.276272505,-1.855836106
ENST00000265742.8,ENSG00000001629,ANKIB1,ankyrin repeat and IBR domain containing 1 [Source:HGNC Symbol;Acc:HGNC:22215],protein_coding,4.51E-08,3.45E-05,29.91593414,1.552199623,1,8.431213601,0.310439925,0.000286942,0.310152982,0.017914806,0.310152982,-1.016016124,16.04589373,5.800187031,0.35592936,-1.49033715
